,Mintimes,Mintypes,Errors,Units,Data_group,Ecorr,OC,Weights
288,2459674.467758,0,6e-05,,TESS Sector 50,25113.0,-2.2398307919502258e-05,277777777.7777778
289,2459683.688687,0,5.7e-05,,TESS Sector 50,25170.0,-8.82009044289589e-06,307787011.3881194
290,2459686.438743,0,5.4e-05,,TESS Sector 50,25187.0,-5.040224641561508e-05,342935528.1207133
291,2459674.144156,0,5.1e-05,,TESS Sector 50,25111.0,-8.350610733032227e-05,384467512.49519414
292,2459670.423513,0,5e-05,,TESS Sector 50,25088.0,-6.248243153095245e-06,400000000.0
293,2459673.173595,0,4.8e-05,,TESS Sector 50,25105.0,-2.1830201148986816e-05,434027777.77777773
294,2459688.05644,0,4.8e-05,,TESS Sector 50,25197.0,-5.7862140238285065e-05,434027777.77777773
295,2459685.629868,0,4.7e-05,,TESS Sector 50,25182.0,-7.317215204238892e-05,452693526.48257136
296,2459687.732935,0,4.7e-05,,TESS Sector 50,25195.0,-2.1969899535179138e-05,452693526.48257136
297,2459670.261712,0,4.6e-05,,TESS Sector 50,25087.0,-3.680214285850525e-05,472589792.06049144
298,2459671.394086,0,4.6e-05,,TESS Sector 50,25094.0,-5.5924057960510254e-05,472589792.06049144
299,2459672.850027,0,4.6e-05,,TESS Sector 50,25103.0,-4.893820732831955e-05,472589792.06049144
300,2459669.776422,0,4.5e-05,,TESS Sector 50,25084.0,-1.5464145690202713e-05,493827160.4938271
301,2459675.923654,0,4.5e-05,,TESS Sector 50,25122.0,-6.0412101447582245e-05,493827160.4938271
302,2459675.6001,0,4.4e-05,,TESS Sector 50,25120.0,-7.35200010240078e-05,516528925.6198347
303,2459673.33535,0,4.3e-05,,TESS Sector 50,25106.0,-3.727618604898453e-05,540832882.6392645
304,2459673.658892,0,4.3e-05,,TESS Sector 50,25108.0,-3.616791218519211e-05,540832882.6392645
305,2459684.01215,0,4.3e-05,,TESS Sector 50,25172.0,-8.671218529343605e-05,540832882.6392645
306,2459671.717667,0,4.2e-05,,TESS Sector 50,25096.0,-1.5816185623407364e-05,566893424.0362812
307,2459677.21783,0,4.2e-05,,TESS Sector 50,25130.0,-4.798034206032753e-05,566893424.0362812
308,2459683.526854,0,4.1e-05,,TESS Sector 50,25169.0,-7.137423381209373e-05,594883997.620464
309,2459691.291885,0,4.1e-05,,TESS Sector 50,25217.0,-2.178177237510681e-05,594883997.620464
310,2459684.821039,0,4e-05,,TESS Sector 50,25177.0,-4.9942173063755035e-05,624999999.9999999
311,2459672.202922,0,3.9e-05,,TESS Sector 50,25099.0,-7.21542164683342e-05,657462195.9237344
312,2459673.497138,0,3.8e-05,,TESS Sector 50,25107.0,-1.972215250134468e-05,692520775.6232686
314,2459685.1446,0,3.7e-05,,TESS Sector 50,25179.0,-2.983398735523224e-05,730460189.9196494
315,2459688.703526,0,3.7e-05,,TESS Sector 50,25201.0,-5.3646042943000793e-05,730460189.9196494
316,2459674.629508,0,3.5e-05,,TESS Sector 50,25114.0,-4.2844098061323166e-05,816326530.6122451
317,2459690.968348,0,3.5e-05,,TESS Sector 50,25215.0,-1.7889775335788727e-05,816326530.6122451
318,2459670.09992,0,3.4e-05,,TESS Sector 50,25086.0,-5.8356206864118576e-05,865051903.1141869
319,2459676.570742,0,3.3e-05,,TESS Sector 50,25126.0,-5.419645458459854e-05,918273645.5463728
320,2459677.86492,0,3.3e-05,,TESS Sector 50,25134.0,-3.976421430706978e-05,918273645.5463728
321,2459685.791674,0,3.3e-05,,TESS Sector 50,25183.0,-3.761798143386841e-05,918273645.5463728
322,2459678.026635,0,3.2e-05,,TESS Sector 50,25135.0,-9.521003812551498e-05,976562500.0
323,2459684.497515,0,3.2e-05,,TESS Sector 50,25175.0,-3.3050309866666794e-05,976562500.0
324,2459670.585228,0,3.1e-05,,TESS Sector 50,25089.0,-6.169406697154045e-05,1040582726.3267429
325,2459677.703119,0,3.1e-05,,TESS Sector 50,25133.0,-7.031811401247978e-05,1040582726.3267429
326,2459690.483009,0,3.1e-05,,TESS Sector 50,25212.0,-4.555238410830498e-05,1040582726.3267429
327,2459670.908843,0,3e-05,,TESS Sector 50,25091.0,1.2413598597049713e-05,1111111111.1111112
328,2459675.761883,0,3e-05,,TESS Sector 50,25121.0,-6.0966238379478455e-05,1111111111.1111112
329,2459687.571141,0,3e-05,,TESS Sector 50,25194.0,-4.552444443106651e-05,1111111111.1111112
330,2459688.379957,0,3e-05,,TESS Sector 50,25199.0,-8.175428956747055e-05,1111111111.1111112
331,2459690.159444,0,3e-05,,TESS Sector 50,25210.0,-6.966013461351395e-05,1111111111.1111112
332,2459690.644818,0,3e-05,,TESS Sector 50,25213.0,-6.9979578256607056e-06,1111111111.1111112
333,2459673.820657,0,2.9e-05,,TESS Sector 50,25109.0,-4.1614286601543427e-05,1189060642.0927467
334,2459676.085405,0,2.9e-05,,TESS Sector 50,25123.0,-7.985811680555344e-05,1189060642.0927467
335,2459676.732518,0,2.9e-05,,TESS Sector 50,25127.0,-4.864204674959183e-05,1189060642.0927467
336,2459686.600468,0,2.9e-05,,TESS Sector 50,25188.0,-9.584799408912659e-05,1189060642.0927467
337,2459675.27658,0,2.8e-05,,TESS Sector 50,25118.0,-5.2628107368946075e-05,1275510204.0816326
338,2459676.408979,0,2.8e-05,,TESS Sector 50,25125.0,-4.675006493926048e-05,1275510204.0816326
339,2459676.8943,0,2.8e-05,,TESS Sector 50,25128.0,-3.708852455019951e-05,1275510204.0816326
340,2459689.350582,0,2.7e-05,,TESS Sector 50,25205.0,-7.943017408251762e-05,1371742112.4828532
341,2459670.747001,0,2.6e-05,,TESS Sector 50,25090.0,-5.91399148106575e-05,1479289940.8284025
342,2459673.982384,0,2.6e-05,,TESS Sector 50,25110.0,-8.506001904606819e-05,1479289940.8284025
343,2459684.659298,0,2.6e-05,,TESS Sector 50,25176.0,-2.0496081560850143e-05,1479289940.8284025
344,2459687.409327,0,2.6e-05,,TESS Sector 50,25193.0,-8.907821029424667e-05,1479289940.8284025
345,2459689.02707,0,2.6e-05,,TESS Sector 50,25203.0,-5.053821951150894e-05,1479289940.8284025
346,2459690.321217,0,2.6e-05,,TESS Sector 50,25211.0,-6.7105982452631e-05,1479289940.8284025
347,2459691.130063,0,2.6e-05,,TESS Sector 50,25216.0,-7.333606481552124e-05,1479289940.8284025
348,2459672.041157,0,2.5e-05,,TESS Sector 50,25098.0,-6.670784205198288e-05,1600000000.0
349,2459675.114757,0,2.5e-05,,TESS Sector 50,25117.0,-0.00010518217459321022,1600000000.0
350,2459689.835916,0,2.5e-05,,TESS Sector 50,25208.0,-5.6768301874399185e-05,1600000000.0
351,2459671.232341,0,2.4e-05,,TESS Sector 50,25093.0,-3.047846257686615e-05,1736111111.111111
352,2459677.541363,0,2.4e-05,,TESS Sector 50,25132.0,-5.5872369557619095e-05,1736111111.111111
353,2459687.89468,0,2.4e-05,,TESS Sector 50,25196.0,-4.741642624139786e-05,1736111111.111111
354,2459688.865286,0,2.4e-05,,TESS Sector 50,25202.0,-6.409222260117531e-05,1736111111.111111
355,2459690.806546,0,2.4e-05,,TESS Sector 50,25214.0,-4.944438114762306e-05,1736111111.111111
356,2459676.24721,0,2.3e-05,,TESS Sector 50,25124.0,-4.5303720980882645e-05,1890359168.2419658
357,2459678.350262,0,2.3e-05,,TESS Sector 50,25137.0,-9.101815521717072e-06,1890359168.2419658
358,2459684.173962,0,2.3e-05,,TESS Sector 50,25173.0,-4.515843465924263e-05,1890359168.2419658
359,2459685.468117,0,2.3e-05,,TESS Sector 50,25181.0,-5.3726136684417725e-05,1890359168.2419658
360,2459688.218178,0,2.3e-05,,TESS Sector 50,25198.0,-9.030848741531372e-05,1890359168.2419658
361,2459669.61463,0,2.2e-05,,TESS Sector 50,25083.0,-3.701774403452873e-05,2066115702.479339
362,2459684.982799,0,2.2e-05,,TESS Sector 50,25178.0,-6.038788706064224e-05,2066115702.479339
363,2459688.541745,0,2.2e-05,,TESS Sector 50,25200.0,-6.42002560198307e-05,2066115702.479339
364,2459672.68826,0,2.1e-05,,TESS Sector 50,25102.0,-4.549184814095497e-05,2267573696.145125
365,2459678.188447,0,2e-05,,TESS Sector 50,25136.0,-5.3656287491321564e-05,2499999999.9999995
366,2459671.555874,0,1.9e-05,,TESS Sector 50,25095.0,-3.8370490074157715e-05,2770083102.4930744
367,2459671.070528,0,1.8e-05,,TESS Sector 50,25092.0,-7.303198799490929e-05,3086419753.0864196
368,2459675.438317,0,1.8e-05,,TESS Sector 50,25119.0,-8.607422932982445e-05,3086419753.0864196
369,2459686.924006,0,1.8e-05,,TESS Sector 50,25190.0,-9.873975068330765e-05,3086419753.0864196
370,2459689.674156,0,1.8e-05,,TESS Sector 50,25207.0,-4.632212221622467e-05,3086419753.0864196
371,2459683.850402,0,1.6e-05,,TESS Sector 50,25171.0,-6.42663799226284e-05,3906250000.0
372,2459689.512382,0,1.6e-05,,TESS Sector 50,25206.0,-4.9876049160957336e-05,3906250000.0
373,2459689.997705,0,1.6e-05,,TESS Sector 50,25209.0,-3.8214027881622314e-05,3906250000.0
374,2459674.953024,0,1.5e-05,,TESS Sector 50,25116.0,-6.773602217435837e-05,4444444444.444445
375,2459686.115201,0,1.5e-05,,TESS Sector 50,25185.0,-5.1510054618120193e-05,4444444444.444445
376,2459689.188832,0,1.5e-05,,TESS Sector 50,25204.0,-5.8984383940696716e-05,4444444444.444445
377,2459677.056062,0,1.4e-05,,TESS Sector 50,25129.0,-4.5534223318099976e-05,5102040816.32653
378,2459687.2476,0,1.3e-05,,TESS Sector 50,25192.0,-4.56320121884346e-05,5917159763.31361
379,2459686.762273,0,1.1e-05,,TESS Sector 50,25189.0,-6.12940639257431e-05,8264462809.917356
380,2459674.305937,0,1e-05,,TESS Sector 50,25112.0,-7.295189425349236e-05,9999999999.999998
381,2459671.879416,0,9e-06,,TESS Sector 50,25097.0,-3.7262216210365295e-05,12345679012.345678
382,2459677.379595,0,9e-06,,TESS Sector 50,25131.0,-5.342625081539154e-05,12345679012.345678
383,2459686.27693,0,7e-06,,TESS Sector 50,25186.0,-9.295577183365822e-05,20408163265.30612
384,2459710.542589,0,5.9e-05,,TESS Sector 51,25336.0,-8.563511073589325e-07,287273771.9046251
385,2459700.836378,0,5.3e-05,,TESS Sector 51,25276.0,1.4903955161571503e-05,355998576.00569594
386,2459717.498659,0,5.1e-05,,TESS Sector 51,25379.0,-6.003445014357567e-05,384467512.49519414
387,2459701.321619,0,5e-05,,TESS Sector 51,25279.0,-5.543418228626251e-05,400000000.0
388,2459703.262851,0,4.6e-05,,TESS Sector 51,25291.0,-6.878608837723732e-05,472589792.06049144
389,2459714.101446,0,4.6e-05,,TESS Sector 51,25358.0,-9.366823360323906e-05,472589792.06049144
390,2459699.380377,0,4.5e-05,,TESS Sector 51,25267.0,-5.20818866789341e-05,493827160.4938271
391,2459700.02746,0,4.4e-05,,TESS Sector 51,25271.0,-5.086604505777359e-05,516528925.6198347
392,2459700.512779,0,4.4e-05,,TESS Sector 51,25274.0,-4.320405423641205e-05,516528925.6198347
393,2459714.425019,0,4.4e-05,,TESS Sector 51,25360.0,-6.155995652079582e-05,516528925.6198347
394,2459691.453575,0,4.3e-05,,TESS Sector 51,25218.0,-0.00010222801938652992,540832882.6392645
395,2459704.557015,0,4.3e-05,,TESS Sector 51,25299.0,-6.835442036390305e-05,540832882.6392645
396,2459711.998467,0,4.3e-05,,TESS Sector 51,25345.0,-5.686981603503227e-05,540832882.6392645
397,2459713.939743,0,4.3e-05,,TESS Sector 51,25357.0,-2.6221852749586105e-05,540832882.6392645
398,2459711.513138,0,4.2e-05,,TESS Sector 51,25342.0,-7.453234866261482e-05,566893424.0362812
399,2459714.910357,0,4.2e-05,,TESS Sector 51,25363.0,-3.48980538547039e-05,566893424.0362812
400,2459715.395631,0,4.2e-05,,TESS Sector 51,25366.0,-7.223617285490036e-05,566893424.0362812
401,2459715.719248,0,4.1e-05,,TESS Sector 51,25368.0,3.871973603963852e-06,594883997.620464
402,2459717.17511,0,4e-05,,TESS Sector 51,25377.0,-6.814207881689072e-05,624999999.9999999
403,2459713.130819,0,3.9e-05,,TESS Sector 51,25352.0,-9.799236431717873e-05,657462195.9237344
404,2459716.042735,0,3.9e-05,,TESS Sector 51,25370.0,-5.001993849873543e-05,657462195.9237344
405,2459702.454041,0,3.8e-05,,TESS Sector 51,25286.0,-2.6556197553873062e-05,692520775.6232686
406,2459703.909954,0,3.8e-05,,TESS Sector 51,25295.0,-4.757056012749672e-05,692520775.6232686
407,2459704.395268,0,3.8e-05,,TESS Sector 51,25298.0,-4.4907908886671066e-05,692520775.6232686
408,2459714.263199,0,3.7e-05,,TESS Sector 51,25359.0,-0.0001111137680709362,730460189.9196494
409,2459717.013413,0,3.7e-05,,TESS Sector 51,25376.0,5.30388206243515e-06,730460189.9196494
410,2459697.924436,0,3.6e-05,,TESS Sector 51,25258.0,-5.90677373111248e-05,771604938.2716049
411,2459698.086197,0,3.5e-05,,TESS Sector 51,25259.0,-6.85141421854496e-05,816326530.6122451
412,2459701.159856,0,3.5e-05,,TESS Sector 51,25278.0,-4.798825830221176e-05,816326530.6122451
413,2459715.233865,0,3.5e-05,,TESS Sector 51,25365.0,-6.779050454497337e-05,816326530.6122451
414,2459703.10112,0,3.4e-05,,TESS Sector 51,25290.0,-2.9340386390686035e-05,865051903.1141869
415,2459711.027828,0,3.4e-05,,TESS Sector 51,25339.0,-7.319403812289238e-05,865051903.1141869
416,2459713.292605,0,3.4e-05,,TESS Sector 51,25353.0,-8.243788033723831e-05,865051903.1141869
417,2459701.483373,0,3.3e-05,,TESS Sector 51,25280.0,-7.188040763139725e-05,918273645.5463728
418,2459697.762674,0,3.2e-05,,TESS Sector 51,25257.0,-5.0622038543224335e-05,976562500.0
419,2459710.380763,0,3.2e-05,,TESS Sector 51,25335.0,-5.6410208344459534e-05,976562500.0
420,2459712.645597,0,3.2e-05,,TESS Sector 51,25349.0,-8.653849363327026e-06,976562500.0
421,2459715.557411,0,3.2e-05,,TESS Sector 51,25367.0,-6.268220022320747e-05,976562500.0
422,2459711.351393,0,3.1e-05,,TESS Sector 51,25341.0,-4.90858219563961e-05,1040582726.3267429
423,2459714.586788,0,3.1e-05,,TESS Sector 51,25361.0,-6.300583481788635e-05,1040582726.3267429
424,2459700.189176,0,3e-05,,TESS Sector 51,25272.0,-0.00010531209409236908,1111111111.1111112
425,2459704.071716,0,3e-05,,TESS Sector 51,25296.0,-5.6016258895397186e-05,1111111111.1111112
426,2459713.778019,0,3e-05,,TESS Sector 51,25356.0,2.0223669707775116e-05,1111111111.1111112
427,2459714.748573,0,3e-05,,TESS Sector 51,25362.0,-4.845205694437027e-05,1111111111.1111112
428,2459698.409736,0,2.9e-05,,TESS Sector 51,25261.0,-7.040612399578094e-05,1189060642.0927467
429,2459702.292266,0,2.9e-05,,TESS Sector 51,25285.0,-3.1109899282455444e-05,1189060642.0927467
430,2459712.969104,0,2.9e-05,,TESS Sector 51,25351.0,-4.254607483744621e-05,1189060642.0927467
431,2459701.645162,0,2.8e-05,,TESS Sector 51,25281.0,-5.3326133638620377e-05,1275510204.0816326
432,2459701.80693,0,2.8e-05,,TESS Sector 51,25282.0,-5.577225238084793e-05,1275510204.0816326
433,2459702.615786,0,2.8e-05,,TESS Sector 51,25287.0,-5.2001792937517166e-05,1275510204.0816326
434,2459703.424656,0,2.8e-05,,TESS Sector 51,25292.0,-3.4232158213853836e-05,1275510204.0816326
435,2459703.58645,0,2.8e-05,,TESS Sector 51,25293.0,-1.0678078979253769e-05,1275510204.0816326
436,2459702.77757,0,2.7e-05,,TESS Sector 51,25288.0,-3.844825550913811e-05,1371742112.4828532
437,2459712.807396,0,2.7e-05,,TESS Sector 51,25350.0,1.989956945180893e-05,1371742112.4828532
438,2459716.851612,0,2.7e-05,,TESS Sector 51,25375.0,-2.525048330426216e-05,1371742112.4828532
439,2459713.454415,0,2.6e-05,,TESS Sector 51,25354.0,-4.288414493203163e-05,1479289940.8284025
440,2459713.61613,0,2.6e-05,,TESS Sector 51,25355.0,-9.832996875047684e-05,1479289940.8284025
441,2459700.350956,0,2.5e-05,,TESS Sector 51,25273.0,-9.57581214606762e-05,1600000000.0
442,2459700.998112,0,2.5e-05,,TESS Sector 51,25277.0,-2.1541956812143326e-05,1600000000.0
443,2459702.130507,0,2.5e-05,,TESS Sector 51,25284.0,-1.966441050171852e-05,1600000000.0
444,2459711.189614,0,2.5e-05,,TESS Sector 51,25340.0,-5.764048546552658e-05,1600000000.0
445,2459711.674938,0,2.5e-05,,TESS Sector 51,25343.0,-4.4978223741054535e-05,1600000000.0
446,2459715.880948,0,2.5e-05,,TESS Sector 51,25369.0,-6.657419726252556e-05,1600000000.0
447,2459716.204454,0,2.5e-05,,TESS Sector 51,25371.0,-0.00010146619752049446,1600000000.0
448,2459716.689795,0,2.5e-05,,TESS Sector 51,25374.0,-7.180403918027878e-05,1600000000.0
449,2459715.07211,0,2.4e-05,,TESS Sector 51,25364.0,-5.2344053983688354e-05,1736111111.111111
450,2459716.36626,0,2.4e-05,,TESS Sector 51,25372.0,-6.591202691197395e-05,1736111111.111111
451,2459697.600963,0,2.3e-05,,TESS Sector 51,25256.0,8.824281394481659e-06,1890359168.2419658
452,2459702.93931,0,2.3e-05,,TESS Sector 51,25289.0,-6.889412179589272e-05,1890359168.2419658
453,2459704.233468,0,2.3e-05,,TESS Sector 51,25297.0,-7.446249946951866e-05,1890359168.2419658
454,2459698.247996,0,2.2e-05,,TESS Sector 51,25260.0,-3.995979204773903e-05,2066115702.479339
455,2459699.865722,0,2.2e-05,,TESS Sector 51,25270.0,-1.8420163542032242e-05,2066115702.479339
456,2459700.674562,0,2.2e-05,,TESS Sector 51,25275.0,-3.06498259305954e-05,2066115702.479339
457,2459699.542162,0,2.1e-05,,TESS Sector 51,25268.0,-3.7528108805418015e-05,2267573696.145125
458,2459701.968699,0,2.1e-05,,TESS Sector 51,25283.0,-5.721813067793846e-05,2267573696.145125
459,2459703.748167,0,2.1e-05,,TESS Sector 51,25294.0,-6.412435322999954e-05,2267573696.145125
460,2459717.336892,0,1.9e-05,,TESS Sector 51,25378.0,-5.658809095621109e-05,2770083102.4930744
461,2459699.218611,0,1.8e-05,,TESS Sector 51,25266.0,-4.763621836900711e-05,3086419753.0864196
462,2459711.836679,0,1.7e-05,,TESS Sector 51,25344.0,-7.442431524395943e-05,3460207612.4567475
463,2459698.57148,0,1.6e-05,,TESS Sector 51,25262.0,-9.685242548584938e-05,3906250000.0
464,2459699.703861,0,1.6e-05,,TESS Sector 51,25269.0,-0.00010897405445575714,3906250000.0
465,2459698.895021,0,1.5e-05,,TESS Sector 51,25264.0,-9.674439206719398e-05,4444444444.444445
466,2459710.866115,0,1.5e-05,,TESS Sector 51,25338.0,-1.5748199075460434e-05,4444444444.444445
467,2459712.160203,0,1.4e-05,,TESS Sector 51,25346.0,-9.131617844104767e-05,5102040816.32653
468,2459712.483793,0,1.4e-05,,TESS Sector 51,25348.0,-4.2208004742860794e-05,5102040816.32653
469,2459716.528071,0,1.2e-05,,TESS Sector 51,25373.0,-2.5358516722917557e-05,6944444444.444444
470,2459623.510067,0,2.0653229215e-05,,MUO,24798.0,-2.2908207029104233e-05,2344358743.8435802
471,2459623.671837,0,2.065322918e-05,,MUO,24799.0,-2.335384488105774e-05,2344358751.789317
472,2459350.441506,0,1.3e-05,,MUO,23110.0,-7.106037810444832e-05,5917159763.31361
473,2460739.564389,0,8.498e-05,,Ždánice ,31697.0,-7.861759513616562e-06,138473460.8134784
474,2460739.564425,0,2.9269945047e-05,,Ždánice ,31697.0,2.8138048946857452e-05,1167229313.7256725
475,2460460.348545,0,2.8e-05,,Ždánice ,29971.0,-6.206613034009933e-05,1275510204.0816326
476,2460069.349345,0,1.4e-05,,Ždánice ,27554.0,-9.408406913280487e-05,5102040816.32653
477,2460056.569466,0,3e-06,,Ždánice ,27475.0,-0.00010784994810819626,111111111111.1111
478,2460460.510318,0,3e-06,,Ždánice ,29972.0,-5.951244384050369e-05,111111111111.1111
